,word1,word2,word3,word4,category
16445,Manama,Bahrain,Podgorica,Montenegro,capital-world
16444,Manama,Bahrain,Quito,Ecuador,capital-world
16443,Manama,Bahrain,Rabat,Morocco,capital-world
16442,Manama,Bahrain,Riga,Latvia,capital-world
16441,Manama,Bahrain,Rome,Italy,capital-world
16440,Manama,Bahrain,Roseau,Dominica,capital-world
16439,Manama,Bahrain,Santiago,Chile,capital-world
16438,Manama,Bahrain,Skopje,Macedonia,capital-world
16437,Manama,Bahrain,Sofia,Bulgaria,capital-world
16436,Manama,Bahrain,Stockholm,Sweden,capital-world
16435,Manama,Bahrain,Suva,Fiji,capital-world
16434,Manama,Bahrain,Taipei,Taiwan,capital-world
16433,Manama,Bahrain,Tallinn,Estonia,capital-world
16432,Manama,Bahrain,Tashkent,Uzbekistan,capital-world
16431,Manama,Bahrain,Tbilisi,Georgia,capital-world
16430,Manama,Bahrain,Tegucigalpa,Honduras,capital-world
16429,Manama,Bahrain,Tehran,Iran,capital-world
16428,Manama,Bahrain,Thimphu,Bhutan,capital-world
16427,Manama,Bahrain,Tirana,Albania,capital-world
16426,Manama,Bahrain,Tokyo,Japan,capital-world
16425,Manama,Bahrain,Tripoli,Libya,capital-world
16424,Manila,Philippines,Maputo,Mozambique,capital-world
16423,Manila,Philippines,Minsk,Belarus,capital-world
16422,Manila,Philippines,Mogadishu,Somalia,capital-world
16421,Manila,Philippines,Monrovia,Liberia,capital-world
16420,Manila,Philippines,Montevideo,Uruguay,capital-world
16419,Manila,Philippines,Moscow,Russia,capital-world
16418,Manila,Philippines,Muscat,Oman,capital-world
16417,Manila,Philippines,Nairobi,Kenya,capital-world
16416,Manila,Philippines,Nassau,Bahamas,capital-world
16415,Manila,Philippines,Niamey,Niger,capital-world
16414,Manila,Philippines,Nicosia,Cyprus,capital-world
16413,Manila,Philippines,Nouakchott,Mauritania,capital-world
16412,Manila,Philippines,Nuuk,Greenland,capital-world
16411,Manila,Philippines,Oslo,Norway,capital-world
16410,Manila,Philippines,Ottawa,Canada,capital-world
16409,Manila,Philippines,Paramaribo,Suriname,capital-world
16408,Manila,Philippines,Paris,France,capital-world
16407,Manila,Philippines,Podgorica,Montenegro,capital-world
16406,Manila,Philippines,Quito,Ecuador,capital-world
16405,Manila,Philippines,Rabat,Morocco,capital-world
16404,Manila,Philippines,Riga,Latvia,capital-world
16403,Manila,Philippines,Rome,Italy,capital-world
16402,Manila,Philippines,Roseau,Dominica,capital-world
16401,Manila,Philippines,Santiago,Chile,capital-world
16400,Manila,Philippines,Skopje,Macedonia,capital-world
16399,Manila,Philippines,Sofia,Bulgaria,capital-world
16398,Manila,Philippines,Stockholm,Sweden,capital-world
16397,Manila,Philippines,Suva,Fiji,capital-world
16396,Manila,Philippines,Taipei,Taiwan,capital-world
16395,Manila,Philippines,Tallinn,Estonia,capital-world
16394,Manila,Philippines,Tashkent,Uzbekistan,capital-world
16393,Manila,Philippines,Tbilisi,Georgia,capital-world
16392,Manila,Philippines,Tegucigalpa,Honduras,capital-world
16391,Manila,Philippines,Tehran,Iran,capital-world
16390,Manila,Philippines,Thimphu,Bhutan,capital-world
16389,Manila,Philippines,Tirana,Albania,capital-world
16388,Manila,Philippines,Tokyo,Japan,capital-world
16387,Manila,Philippines,Tripoli,Libya,capital-world
16386,Manila,Philippines,Tunis,Tunisia,capital-world
16385,Maputo,Mozambique,Minsk,Belarus,capital-world
16384,Maputo,Mozambique,Mogadishu,Somalia,capital-world
16383,Maputo,Mozambique,Monrovia,Liberia,capital-world
16382,Maputo,Mozambique,Montevideo,Uruguay,capital-world
16381,Maputo,Mozambique,Moscow,Russia,capital-world
16380,Maputo,Mozambique,Muscat,Oman,capital-world
16379,Maputo,Mozambique,Nairobi,Kenya,capital-world
16378,Maputo,Mozambique,Nassau,Bahamas,capital-world
16377,Maputo,Mozambique,Niamey,Niger,capital-world
16376,Maputo,Mozambique,Nicosia,Cyprus,capital-world
16375,Maputo,Mozambique,Nouakchott,Mauritania,capital-world
16374,Maputo,Mozambique,Nuuk,Greenland,capital-world
16373,Maputo,Mozambique,Oslo,Norway,capital-world
16372,Maputo,Mozambique,Ottawa,Canada,capital-world
16371,Maputo,Mozambique,Paramaribo,Suriname,capital-world
16370,Maputo,Mozambique,Paris,France,capital-world
16369,Maputo,Mozambique,Podgorica,Montenegro,capital-world
16368,Maputo,Mozambique,Quito,Ecuador,capital-world
16367,Maputo,Mozambique,Rabat,Morocco,capital-world
16366,Maputo,Mozambique,Riga,Latvia,capital-world
16365,Maputo,Mozambique,Rome,Italy,capital-world
16364,Maputo,Mozambique,Roseau,Dominica,capital-world
16363,Maputo,Mozambique,Santiago,Chile,capital-world
16362,Maputo,Mozambique,Skopje,Macedonia,capital-world
16361,Maputo,Mozambique,Sofia,Bulgaria,capital-world
16360,Maputo,Mozambique,Stockholm,Sweden,capital-world
16359,Maputo,Mozambique,Suva,Fiji,capital-world
16358,Maputo,Mozambique,Taipei,Taiwan,capital-world
16357,Maputo,Mozambique,Tallinn,Estonia,capital-world
16356,Maputo,Mozambique,Tashkent,Uzbekistan,capital-world
16355,Maputo,Mozambique,Tbilisi,Georgia,capital-world
16354,Maputo,Mozambique,Tegucigalpa,Honduras,capital-world
16353,Maputo,Mozambique,Tehran,Iran,capital-world
16352,Maputo,Mozambique,Thimphu,Bhutan,capital-world
16351,Maputo,Mozambique,Tirana,Albania,capital-world
16350,Maputo,Mozambique,Tokyo,Japan,capital-world
16349,Maputo,Mozambique,Tripoli,Libya,capital-world
16348,Maputo,Mozambique,Tunis,Tunisia,capital-world
16347,Maputo,Mozambique,Vaduz,Liechtenstein,capital-world
16346,Minsk,Belarus,Mogadishu,Somalia,capital-world
16345,Minsk,Belarus,Monrovia,Liberia,capital-world
16344,Minsk,Belarus,Montevideo,Uruguay,capital-world
16343,Minsk,Belarus,Moscow,Russia,capital-world
16342,Minsk,Belarus,Muscat,Oman,capital-world
16341,Minsk,Belarus,Nairobi,Kenya,capital-world
16340,Minsk,Belarus,Nassau,Bahamas,capital-world
16339,Minsk,Belarus,Niamey,Niger,capital-world
16338,Minsk,Belarus,Nicosia,Cyprus,capital-world
16337,Minsk,Belarus,Nouakchott,Mauritania,capital-world
16336,Minsk,Belarus,Nuuk,Greenland,capital-world
16335,Minsk,Belarus,Oslo,Norway,capital-world
16334,Minsk,Belarus,Ottawa,Canada,capital-world
16333,Minsk,Belarus,Paramaribo,Suriname,capital-world
16332,Minsk,Belarus,Paris,France,capital-world
16331,Minsk,Belarus,Podgorica,Montenegro,capital-world
16330,Minsk,Belarus,Quito,Ecuador,capital-world
16329,Minsk,Belarus,Rabat,Morocco,capital-world
16328,Minsk,Belarus,Riga,Latvia,capital-world
16327,Minsk,Belarus,Rome,Italy,capital-world
16326,Minsk,Belarus,Roseau,Dominica,capital-world
16325,Minsk,Belarus,Santiago,Chile,capital-world
16324,Minsk,Belarus,Skopje,Macedonia,capital-world
16323,Minsk,Belarus,Sofia,Bulgaria,capital-world
16322,Minsk,Belarus,Stockholm,Sweden,capital-world
16321,Minsk,Belarus,Suva,Fiji,capital-world
16320,Minsk,Belarus,Taipei,Taiwan,capital-world
16319,Minsk,Belarus,Tallinn,Estonia,capital-world
16318,Minsk,Belarus,Tashkent,Uzbekistan,capital-world
16317,Minsk,Belarus,Tbilisi,Georgia,capital-world
16316,Minsk,Belarus,Tegucigalpa,Honduras,capital-world
16315,Minsk,Belarus,Tehran,Iran,capital-world
16314,Minsk,Belarus,Thimphu,Bhutan,capital-world
16313,Minsk,Belarus,Tirana,Albania,capital-world
16312,Minsk,Belarus,Tokyo,Japan,capital-world
16311,Minsk,Belarus,Tripoli,Libya,capital-world
16310,Minsk,Belarus,Tunis,Tunisia,capital-world
16309,Minsk,Belarus,Vaduz,Liechtenstein,capital-world
16308,Minsk,Belarus,Valletta,Malta,capital-world
16307,Mogadishu,Somalia,Monrovia,Liberia,capital-world
16306,Mogadishu,Somalia,Montevideo,Uruguay,capital-world
16305,Mogadishu,Somalia,Moscow,Russia,capital-world
16304,Mogadishu,Somalia,Muscat,Oman,capital-world
16303,Mogadishu,Somalia,Nairobi,Kenya,capital-world
16302,Mogadishu,Somalia,Nassau,Bahamas,capital-world
16301,Mogadishu,Somalia,Niamey,Niger,capital-world
16300,Mogadishu,Somalia,Nicosia,Cyprus,capital-world
16299,Mogadishu,Somalia,Nouakchott,Mauritania,capital-world
16298,Mogadishu,Somalia,Nuuk,Greenland,capital-world
16297,Mogadishu,Somalia,Oslo,Norway,capital-world
16296,Mogadishu,Somalia,Ottawa,Canada,capital-world
16295,Mogadishu,Somalia,Paramaribo,Suriname,capital-world
16294,Mogadishu,Somalia,Paris,France,capital-world
16293,Mogadishu,Somalia,Podgorica,Montenegro,capital-world
16292,Mogadishu,Somalia,Quito,Ecuador,capital-world
16291,Mogadishu,Somalia,Rabat,Morocco,capital-world
16290,Mogadishu,Somalia,Riga,Latvia,capital-world
16289,Mogadishu,Somalia,Rome,Italy,capital-world
16288,Mogadishu,Somalia,Roseau,Dominica,capital-world
16287,Mogadishu,Somalia,Santiago,Chile,capital-world
16286,Mogadishu,Somalia,Skopje,Macedonia,capital-world
16285,Mogadishu,Somalia,Sofia,Bulgaria,capital-world
16284,Mogadishu,Somalia,Stockholm,Sweden,capital-world
16283,Mogadishu,Somalia,Suva,Fiji,capital-world
16282,Mogadishu,Somalia,Taipei,Taiwan,capital-world
16281,Mogadishu,Somalia,Tallinn,Estonia,capital-world
16280,Mogadishu,Somalia,Tashkent,Uzbekistan,capital-world
16279,Mogadishu,Somalia,Tbilisi,Georgia,capital-world
16278,Mogadishu,Somalia,Tegucigalpa,Honduras,capital-world
16277,Mogadishu,Somalia,Tehran,Iran,capital-world
16276,Mogadishu,Somalia,Thimphu,Bhutan,capital-world
16275,Mogadishu,Somalia,Tirana,Albania,capital-world
16274,Mogadishu,Somalia,Tokyo,Japan,capital-world
16273,Mogadishu,Somalia,Tripoli,Libya,capital-world
16272,Mogadishu,Somalia,Tunis,Tunisia,capital-world
16271,Mogadishu,Somalia,Vaduz,Liechtenstein,capital-world
16270,Mogadishu,Somalia,Valletta,Malta,capital-world
16269,Mogadishu,Somalia,Vienna,Austria,capital-world
16268,Monrovia,Liberia,Montevideo,Uruguay,capital-world
16267,Monrovia,Liberia,Moscow,Russia,capital-world
16266,Monrovia,Liberia,Muscat,Oman,capital-world
16265,Monrovia,Liberia,Nairobi,Kenya,capital-world
16264,Monrovia,Liberia,Nassau,Bahamas,capital-world
16263,Monrovia,Liberia,Niamey,Niger,capital-world
16262,Monrovia,Liberia,Nicosia,Cyprus,capital-world
16261,Monrovia,Liberia,Nouakchott,Mauritania,capital-world
16260,Monrovia,Liberia,Nuuk,Greenland,capital-world
16259,Monrovia,Liberia,Oslo,Norway,capital-world
16258,Monrovia,Liberia,Ottawa,Canada,capital-world
16257,Monrovia,Liberia,Paramaribo,Suriname,capital-world
16256,Monrovia,Liberia,Paris,France,capital-world
16255,Monrovia,Liberia,Podgorica,Montenegro,capital-world
16254,Monrovia,Liberia,Quito,Ecuador,capital-world
16253,Monrovia,Liberia,Rabat,Morocco,capital-world
16252,Monrovia,Liberia,Riga,Latvia,capital-world
16251,Monrovia,Liberia,Rome,Italy,capital-world
16250,Monrovia,Liberia,Roseau,Dominica,capital-world
16249,Monrovia,Liberia,Santiago,Chile,capital-world
16248,Monrovia,Liberia,Skopje,Macedonia,capital-world
16247,Monrovia,Liberia,Sofia,Bulgaria,capital-world
16246,Monrovia,Liberia,Stockholm,Sweden,capital-world
16245,Monrovia,Liberia,Suva,Fiji,capital-world
16244,Monrovia,Liberia,Taipei,Taiwan,capital-world
16243,Monrovia,Liberia,Tallinn,Estonia,capital-world
16242,Monrovia,Liberia,Tashkent,Uzbekistan,capital-world
16241,Monrovia,Liberia,Tbilisi,Georgia,capital-world
16240,Monrovia,Liberia,Tegucigalpa,Honduras,capital-world
16239,Monrovia,Liberia,Tehran,Iran,capital-world
16238,Monrovia,Liberia,Thimphu,Bhutan,capital-world
16237,Monrovia,Liberia,Tirana,Albania,capital-world
16236,Monrovia,Liberia,Tokyo,Japan,capital-world
16235,Monrovia,Liberia,Tripoli,Libya,capital-world
16234,Monrovia,Liberia,Tunis,Tunisia,capital-world
16233,Monrovia,Liberia,Vaduz,Liechtenstein,capital-world
16232,Monrovia,Liberia,Valletta,Malta,capital-world
16231,Monrovia,Liberia,Vienna,Austria,capital-world
16230,Monrovia,Liberia,Vientiane,Laos,capital-world
16229,Montevideo,Uruguay,Moscow,Russia,capital-world
16228,Montevideo,Uruguay,Muscat,Oman,capital-world
16227,Montevideo,Uruguay,Nairobi,Kenya,capital-world
16226,Montevideo,Uruguay,Nassau,Bahamas,capital-world
16225,Montevideo,Uruguay,Niamey,Niger,capital-world
16224,Montevideo,Uruguay,Nicosia,Cyprus,capital-world
16223,Montevideo,Uruguay,Nouakchott,Mauritania,capital-world
16222,Montevideo,Uruguay,Nuuk,Greenland,capital-world
16221,Montevideo,Uruguay,Oslo,Norway,capital-world
16220,Montevideo,Uruguay,Ottawa,Canada,capital-world
16219,Montevideo,Uruguay,Paramaribo,Suriname,capital-world
16218,Montevideo,Uruguay,Paris,France,capital-world
16217,Montevideo,Uruguay,Podgorica,Montenegro,capital-world
16216,Montevideo,Uruguay,Quito,Ecuador,capital-world
16215,Montevideo,Uruguay,Rabat,Morocco,capital-world
16214,Montevideo,Uruguay,Riga,Latvia,capital-world
16213,Montevideo,Uruguay,Rome,Italy,capital-world
16212,Montevideo,Uruguay,Roseau,Dominica,capital-world
16211,Montevideo,Uruguay,Santiago,Chile,capital-world
16210,Montevideo,Uruguay,Skopje,Macedonia,capital-world
16209,Montevideo,Uruguay,Sofia,Bulgaria,capital-world
16208,Montevideo,Uruguay,Stockholm,Sweden,capital-world
16207,Montevideo,Uruguay,Suva,Fiji,capital-world
16206,Montevideo,Uruguay,Taipei,Taiwan,capital-world
16205,Montevideo,Uruguay,Tallinn,Estonia,capital-world
16204,Montevideo,Uruguay,Tashkent,Uzbekistan,capital-world
16203,Montevideo,Uruguay,Tbilisi,Georgia,capital-world
16202,Montevideo,Uruguay,Tegucigalpa,Honduras,capital-world
16201,Montevideo,Uruguay,Tehran,Iran,capital-world
16200,Montevideo,Uruguay,Thimphu,Bhutan,capital-world
16199,Montevideo,Uruguay,Tirana,Albania,capital-world
16198,Montevideo,Uruguay,Tokyo,Japan,capital-world
16197,Montevideo,Uruguay,Tripoli,Libya,capital-world
16196,Montevideo,Uruguay,Tunis,Tunisia,capital-world
16195,Montevideo,Uruguay,Vaduz,Liechtenstein,capital-world
16194,Montevideo,Uruguay,Valletta,Malta,capital-world
16193,Montevideo,Uruguay,Vienna,Austria,capital-world
16192,Montevideo,Uruguay,Vientiane,Laos,capital-world
16191,Montevideo,Uruguay,Vilnius,Lithuania,capital-world
16190,Moscow,Russia,Muscat,Oman,capital-world
16189,Moscow,Russia,Nairobi,Kenya,capital-world
16188,Moscow,Russia,Nassau,Bahamas,capital-world
16187,Moscow,Russia,Niamey,Niger,capital-world
16186,Moscow,Russia,Nicosia,Cyprus,capital-world
16185,Moscow,Russia,Nouakchott,Mauritania,capital-world
16184,Moscow,Russia,Nuuk,Greenland,capital-world
16183,Moscow,Russia,Oslo,Norway,capital-world
16182,Moscow,Russia,Ottawa,Canada,capital-world
16181,Moscow,Russia,Paramaribo,Suriname,capital-world
16180,Moscow,Russia,Paris,France,capital-world
16179,Moscow,Russia,Podgorica,Montenegro,capital-world
16178,Moscow,Russia,Quito,Ecuador,capital-world
16177,Moscow,Russia,Rabat,Morocco,capital-world
16176,Moscow,Russia,Riga,Latvia,capital-world
16175,Moscow,Russia,Rome,Italy,capital-world
16174,Moscow,Russia,Roseau,Dominica,capital-world
16173,Moscow,Russia,Santiago,Chile,capital-world
16172,Moscow,Russia,Skopje,Macedonia,capital-world
16171,Moscow,Russia,Sofia,Bulgaria,capital-world
16170,Moscow,Russia,Stockholm,Sweden,capital-world
16169,Moscow,Russia,Suva,Fiji,capital-world
16168,Moscow,Russia,Taipei,Taiwan,capital-world
16167,Moscow,Russia,Tallinn,Estonia,capital-world
16166,Moscow,Russia,Tashkent,Uzbekistan,capital-world
16165,Moscow,Russia,Tbilisi,Georgia,capital-world
16164,Moscow,Russia,Tegucigalpa,Honduras,capital-world
16163,Moscow,Russia,Tehran,Iran,capital-world
16162,Moscow,Russia,Thimphu,Bhutan,capital-world
16161,Moscow,Russia,Tirana,Albania,capital-world
16160,Moscow,Russia,Tokyo,Japan,capital-world
16159,Moscow,Russia,Tripoli,Libya,capital-world
16158,Moscow,Russia,Tunis,Tunisia,capital-world
16157,Moscow,Russia,Vaduz,Liechtenstein,capital-world
16156,Moscow,Russia,Valletta,Malta,capital-world
16155,Moscow,Russia,Vienna,Austria,capital-world
16154,Moscow,Russia,Vientiane,Laos,capital-world
16153,Moscow,Russia,Vilnius,Lithuania,capital-world
16152,Moscow,Russia,Warsaw,Poland,capital-world
16151,Muscat,Oman,Nairobi,Kenya,capital-world
16150,Muscat,Oman,Nassau,Bahamas,capital-world
16149,Muscat,Oman,Niamey,Niger,capital-world
16148,Muscat,Oman,Nicosia,Cyprus,capital-world
16147,Muscat,Oman,Nouakchott,Mauritania,capital-world
16146,Muscat,Oman,Nuuk,Greenland,capital-world
16145,Muscat,Oman,Oslo,Norway,capital-world
16144,Muscat,Oman,Ottawa,Canada,capital-world
16143,Muscat,Oman,Paramaribo,Suriname,capital-world
16142,Muscat,Oman,Paris,France,capital-world
16141,Muscat,Oman,Podgorica,Montenegro,capital-world
16140,Muscat,Oman,Quito,Ecuador,capital-world
16139,Muscat,Oman,Rabat,Morocco,capital-world
16138,Muscat,Oman,Riga,Latvia,capital-world
16137,Muscat,Oman,Rome,Italy,capital-world
16136,Muscat,Oman,Roseau,Dominica,capital-world
16135,Muscat,Oman,Santiago,Chile,capital-world
16134,Muscat,Oman,Skopje,Macedonia,capital-world
16133,Muscat,Oman,Sofia,Bulgaria,capital-world
16132,Muscat,Oman,Stockholm,Sweden,capital-world
16131,Muscat,Oman,Suva,Fiji,capital-world
16130,Muscat,Oman,Taipei,Taiwan,capital-world
16129,Muscat,Oman,Tallinn,Estonia,capital-world
16128,Muscat,Oman,Tashkent,Uzbekistan,capital-world
16127,Muscat,Oman,Tbilisi,Georgia,capital-world
16126,Muscat,Oman,Tegucigalpa,Honduras,capital-world
16125,Muscat,Oman,Tehran,Iran,capital-world
16124,Muscat,Oman,Thimphu,Bhutan,capital-world
16123,Muscat,Oman,Tirana,Albania,capital-world
16122,Muscat,Oman,Tokyo,Japan,capital-world
16121,Muscat,Oman,Tripoli,Libya,capital-world
16120,Muscat,Oman,Tunis,Tunisia,capital-world
16119,Muscat,Oman,Vaduz,Liechtenstein,capital-world
16118,Muscat,Oman,Valletta,Malta,capital-world
16117,Muscat,Oman,Vienna,Austria,capital-world
16116,Muscat,Oman,Vientiane,Laos,capital-world
16115,Muscat,Oman,Vilnius,Lithuania,capital-world
16114,Muscat,Oman,Warsaw,Poland,capital-world
16113,Muscat,Oman,Windhoek,Namibia,capital-world
16112,Nairobi,Kenya,Nassau,Bahamas,capital-world
16111,Nairobi,Kenya,Niamey,Niger,capital-world
16110,Nairobi,Kenya,Nicosia,Cyprus,capital-world
16109,Nairobi,Kenya,Nouakchott,Mauritania,capital-world
16108,Nairobi,Kenya,Nuuk,Greenland,capital-world
16107,Nairobi,Kenya,Oslo,Norway,capital-world
16106,Nairobi,Kenya,Ottawa,Canada,capital-world
16105,Nairobi,Kenya,Paramaribo,Suriname,capital-world
16104,Nairobi,Kenya,Paris,France,capital-world
16103,Nairobi,Kenya,Podgorica,Montenegro,capital-world
16102,Nairobi,Kenya,Quito,Ecuador,capital-world
16101,Nairobi,Kenya,Rabat,Morocco,capital-world
16100,Nairobi,Kenya,Riga,Latvia,capital-world
16099,Nairobi,Kenya,Rome,Italy,capital-world
16098,Nairobi,Kenya,Roseau,Dominica,capital-world
16097,Nairobi,Kenya,Santiago,Chile,capital-world
16096,Nairobi,Kenya,Skopje,Macedonia,capital-world
16095,Nairobi,Kenya,Sofia,Bulgaria,capital-world
16094,Nairobi,Kenya,Stockholm,Sweden,capital-world
16093,Nairobi,Kenya,Suva,Fiji,capital-world
16092,Nairobi,Kenya,Taipei,Taiwan,capital-world
16091,Nairobi,Kenya,Tallinn,Estonia,capital-world
16090,Nairobi,Kenya,Tashkent,Uzbekistan,capital-world
16089,Nairobi,Kenya,Tbilisi,Georgia,capital-world
16088,Nairobi,Kenya,Tegucigalpa,Honduras,capital-world
16087,Nairobi,Kenya,Tehran,Iran,capital-world
16086,Nairobi,Kenya,Thimphu,Bhutan,capital-world
16085,Nairobi,Kenya,Tirana,Albania,capital-world
16084,Nairobi,Kenya,Tokyo,Japan,capital-world
16083,Nairobi,Kenya,Tripoli,Libya,capital-world
16082,Nairobi,Kenya,Tunis,Tunisia,capital-world
16081,Nairobi,Kenya,Vaduz,Liechtenstein,capital-world
16080,Nairobi,Kenya,Valletta,Malta,capital-world
16079,Nairobi,Kenya,Vienna,Austria,capital-world
16078,Nairobi,Kenya,Vientiane,Laos,capital-world
16077,Nairobi,Kenya,Vilnius,Lithuania,capital-world
16076,Nairobi,Kenya,Warsaw,Poland,capital-world
16075,Nairobi,Kenya,Windhoek,Namibia,capital-world
16074,Nairobi,Kenya,Yerevan,Armenia,capital-world
16073,Nassau,Bahamas,Niamey,Niger,capital-world
16072,Nassau,Bahamas,Nicosia,Cyprus,capital-world
16071,Nassau,Bahamas,Nouakchott,Mauritania,capital-world
16070,Nassau,Bahamas,Nuuk,Greenland,capital-world
16069,Nassau,Bahamas,Oslo,Norway,capital-world
16068,Nassau,Bahamas,Ottawa,Canada,capital-world
16067,Nassau,Bahamas,Paramaribo,Suriname,capital-world
16066,Nassau,Bahamas,Paris,France,capital-world
16065,Nassau,Bahamas,Podgorica,Montenegro,capital-world
16064,Nassau,Bahamas,Quito,Ecuador,capital-world
16063,Nassau,Bahamas,Rabat,Morocco,capital-world
16062,Nassau,Bahamas,Riga,Latvia,capital-world
16061,Nassau,Bahamas,Rome,Italy,capital-world
16060,Nassau,Bahamas,Roseau,Dominica,capital-world
16059,Nassau,Bahamas,Santiago,Chile,capital-world
16058,Nassau,Bahamas,Skopje,Macedonia,capital-world
16057,Nassau,Bahamas,Sofia,Bulgaria,capital-world
16056,Nassau,Bahamas,Stockholm,Sweden,capital-world
16055,Nassau,Bahamas,Suva,Fiji,capital-world
16054,Nassau,Bahamas,Taipei,Taiwan,capital-world
16053,Nassau,Bahamas,Tallinn,Estonia,capital-world
16052,Nassau,Bahamas,Tashkent,Uzbekistan,capital-world
16051,Nassau,Bahamas,Tbilisi,Georgia,capital-world
16050,Nassau,Bahamas,Tegucigalpa,Honduras,capital-world
16049,Nassau,Bahamas,Tehran,Iran,capital-world
16048,Nassau,Bahamas,Thimphu,Bhutan,capital-world
16047,Nassau,Bahamas,Tirana,Albania,capital-world
16046,Nassau,Bahamas,Tokyo,Japan,capital-world
16045,Nassau,Bahamas,Tripoli,Libya,capital-world
16044,Nassau,Bahamas,Tunis,Tunisia,capital-world
16043,Nassau,Bahamas,Vaduz,Liechtenstein,capital-world
16042,Nassau,Bahamas,Valletta,Malta,capital-world
16041,Nassau,Bahamas,Vienna,Austria,capital-world
16040,Nassau,Bahamas,Vientiane,Laos,capital-world
16039,Nassau,Bahamas,Vilnius,Lithuania,capital-world
16038,Nassau,Bahamas,Warsaw,Poland,capital-world
16037,Nassau,Bahamas,Windhoek,Namibia,capital-world
16036,Nassau,Bahamas,Yerevan,Armenia,capital-world
16035,Nassau,Bahamas,Zagreb,Croatia,capital-world
16034,Niamey,Niger,Nicosia,Cyprus,capital-world
16033,Niamey,Niger,Nouakchott,Mauritania,capital-world
16032,Niamey,Niger,Nuuk,Greenland,capital-world
16031,Niamey,Niger,Oslo,Norway,capital-world
16030,Niamey,Niger,Ottawa,Canada,capital-world
16029,Niamey,Niger,Paramaribo,Suriname,capital-world
16028,Niamey,Niger,Paris,France,capital-world
16027,Niamey,Niger,Podgorica,Montenegro,capital-world
16026,Niamey,Niger,Quito,Ecuador,capital-world
16025,Niamey,Niger,Rabat,Morocco,capital-world
16024,Niamey,Niger,Riga,Latvia,capital-world
16023,Niamey,Niger,Rome,Italy,capital-world
16022,Niamey,Niger,Roseau,Dominica,capital-world
16021,Niamey,Niger,Santiago,Chile,capital-world
16020,Niamey,Niger,Skopje,Macedonia,capital-world
16019,Niamey,Niger,Sofia,Bulgaria,capital-world
16018,Niamey,Niger,Stockholm,Sweden,capital-world
16017,Niamey,Niger,Suva,Fiji,capital-world
16016,Niamey,Niger,Taipei,Taiwan,capital-world
16015,Niamey,Niger,Tallinn,Estonia,capital-world
16014,Niamey,Niger,Tashkent,Uzbekistan,capital-world
16013,Niamey,Niger,Tbilisi,Georgia,capital-world
16012,Niamey,Niger,Tegucigalpa,Honduras,capital-world
16011,Niamey,Niger,Tehran,Iran,capital-world
16010,Niamey,Niger,Thimphu,Bhutan,capital-world
16009,Niamey,Niger,Tirana,Albania,capital-world
16008,Niamey,Niger,Tokyo,Japan,capital-world
16007,Niamey,Niger,Tripoli,Libya,capital-world
16006,Niamey,Niger,Tunis,Tunisia,capital-world
16005,Niamey,Niger,Vaduz,Liechtenstein,capital-world
16004,Niamey,Niger,Valletta,Malta,capital-world
16003,Niamey,Niger,Vienna,Austria,capital-world
16002,Niamey,Niger,Vientiane,Laos,capital-world
16001,Niamey,Niger,Vilnius,Lithuania,capital-world
16000,Niamey,Niger,Warsaw,Poland,capital-world
15999,Niamey,Niger,Windhoek,Namibia,capital-world
15998,Niamey,Niger,Yerevan,Armenia,capital-world
15997,Niamey,Niger,Zagreb,Croatia,capital-world
15996,Niamey,Niger,Abuja,Nigeria,capital-world
15995,Nicosia,Cyprus,Nouakchott,Mauritania,capital-world
15994,Nicosia,Cyprus,Nuuk,Greenland,capital-world
15993,Nicosia,Cyprus,Oslo,Norway,capital-world
15992,Nicosia,Cyprus,Ottawa,Canada,capital-world
15991,Nicosia,Cyprus,Paramaribo,Suriname,capital-world
15990,Nicosia,Cyprus,Paris,France,capital-world
15989,Nicosia,Cyprus,Podgorica,Montenegro,capital-world
15988,Nicosia,Cyprus,Quito,Ecuador,capital-world
15987,Nicosia,Cyprus,Rabat,Morocco,capital-world
15986,Nicosia,Cyprus,Riga,Latvia,capital-world
15985,Nicosia,Cyprus,Rome,Italy,capital-world
15984,Nicosia,Cyprus,Roseau,Dominica,capital-world
15983,Nicosia,Cyprus,Santiago,Chile,capital-world
15982,Nicosia,Cyprus,Skopje,Macedonia,capital-world
15981,Nicosia,Cyprus,Sofia,Bulgaria,capital-world
15980,Nicosia,Cyprus,Stockholm,Sweden,capital-world
15979,Nicosia,Cyprus,Suva,Fiji,capital-world
15978,Nicosia,Cyprus,Taipei,Taiwan,capital-world
15977,Nicosia,Cyprus,Tallinn,Estonia,capital-world
15976,Nicosia,Cyprus,Tashkent,Uzbekistan,capital-world
15975,Nicosia,Cyprus,Tbilisi,Georgia,capital-world
15974,Nicosia,Cyprus,Tegucigalpa,Honduras,capital-world
15973,Nicosia,Cyprus,Tehran,Iran,capital-world
15972,Nicosia,Cyprus,Thimphu,Bhutan,capital-world
15971,Nicosia,Cyprus,Tirana,Albania,capital-world
15970,Nicosia,Cyprus,Tokyo,Japan,capital-world
15969,Nicosia,Cyprus,Tripoli,Libya,capital-world
15968,Nicosia,Cyprus,Tunis,Tunisia,capital-world
15967,Nicosia,Cyprus,Vaduz,Liechtenstein,capital-world
15966,Nicosia,Cyprus,Valletta,Malta,capital-world
15965,Nicosia,Cyprus,Vienna,Austria,capital-world
